section,topic,torah #,passage #,hebrew_text,translation,summary,keywords
Torah,Vayigash,14,3,"או ירצה שרמז לו בזה דלעתיד לבא יבא הקב""ה וישחוט למלאך המות וכל חיילותיו יתבטלו וזה שרמז לו באומרו אהרוג אותך ואת אדוניך, הוא הס""מ שהוא מושל על שרו אומות העולם ולעתיד לבא יהרגו אותו ואת כל השרים שלו, וכל דבריו אלו תשובה על דברי יוסף שהזכיר להם ענין עשרה הרוגי מלכות, באומרו ואתם עלו לשלום אל אביכם, וז""פ המדרש מה אופן זה מראה פנים לכל צד, כך דבריו של יהודה מראים פנים לכל צד, פי' שרמז בדבריו תשובה ליוסף לפי פשוטו על אותו הזמן, וגם רמז על העתידות בגזירת עשרה הרוגי מלכות. שהשיג בדברי יוסף מה שיש בלבו, ומה שמרמז בדבריו על גזירה זו באומרו עלו לשלום אל אביכם, ועל כל דבריו ורמזיו השיב לו יהודה באומחו כו כמוך כפרעה ככל הפירושים שפירש""י, וז""ש במדרש שעמד על לבו של יוסף ר""ל שהשיג גם מה שלא אמר יוסף בפי' אלא שהיה הדבר טמון בסתרי לבו.","Here is the English translation, preserving the Hasidic terminology:

Or it can be explained that he [Yehudah] hinted to him [Yosef] that in the future, the Holy One Blessed be He will come and slaughter the Angel of Death, and all his forces will be nullified. This is what he hinted at by saying ""I will kill you and your master"" - referring to the Samech Mem [Satan] who rules over the ministering angels of the nations of the world. In the future, he and all his ministering angels will be killed.

All these words were a response to Yosef's words when he mentioned the matter of the Ten Martyrs [Asarah Harugei Malchut] by saying ""Go up in peace to your father."" This explains the Midrash that says ""Just as this wheel shows faces to every side, so too Yehudah's words showed faces to every side."" This means that his words contained a straightforward response to Yosef regarding that moment, but also hinted at future events concerning the decree of the Ten Martyrs.

He perceived what was in Yosef's heart and what he was hinting at in his words about this decree when he said ""Go up in peace to your father."" To all of Yosef's words and hints, Yehudah responded by saying ""for you are like Pharaoh,"" according to all the interpretations that Rashi explains. This is what the Midrash means when it says he ""understood Yosef's heart"" - meaning he perceived even what Yosef didn't say explicitly but rather what was hidden in the secrets of his heart.","This passage from Divrey Yoel discusses a deep mystical interpretation of the dialogue between Yehudah and Yosef, focusing on eschatological themes. The key insight is that Yehudah's response contained both an immediate meaning and a prophetic allusion to the future, when God will ""slaughter"" the Angel of Death (Malach HaMavet) and nullify all his forces, including the Samael and the celestial ministers of the nations. The text connects this to Yosef's subtle reference to the Ten Martyrs (Asarah Harugei Malchut) when he told his brothers to ""go up in peace to your father,"" showing how Yehudah understood both the plain meaning and the hidden implications in Yosef's words, demonstrating the multi-layered nature of their exchange.","הקב""ה (HaKadosh Baruch Hu) ,מלאך המות (Malach HaMavet) ,ס""מ (Samael) ,שרי אומות העולם (Sarei Umot HaOlam) ,עשרה הרוגי מלכות (Aseret Harugei Malchut) ,סתרי לבו (Sitrei Libo) ,לעתיד לבא (L'atid Lavo) ,רמז (Remez) ,פשוטו (Pshuto) ,גזירה (Gzeira) "
Torah,Vayigash,14,4,"וז""ש גם עתה כדבריכם כן הוא, דהנה קטרוג הזה בשביל מכירת יוסף נתעורר עוד בימי השבטים הקדושים. אלא שלא הוה בכחו של הס""מ לגמור הדבר אז, כמבואר בזוה""ק שלא היה יכול לתבוע דון עליהם בגין דחיליהון הוה תקיף, ע""כ המתין על דור אחר שלא היו גדולים כ""כ כמו השבעים הק', וזה שרמז לו גם עתה כדבריכם כן הוא שכולם נתפסים בדבר, ר""ל שהקטרוג נתעורר מעתה לעשות בכם הדין על חטא מכירת יוסף, אבל חלילה לי מעשות זאת שעל ודי ובא לכם עונש זה, אבל ידחה לדור אחר. ש","Here's the translation, preserving the Hasidic terminology:

""And this is what is meant by 'Now also according to your words, so it is' - for behold, this kitrug (heavenly prosecution) regarding the selling of Yosef was already aroused in the days of the holy Shevatim (tribes). However, the Samech Mem (Satan) did not have the power to complete the matter then, as explained in the holy Zohar that he could not bring judgment against them because their spiritual strength was too powerful. Therefore, he waited for a later generation that was not as great as the holy seventy [souls]. This is what was hinted at by 'Now also according to your words, so it is' - that they were all caught up in the matter. Meaning that the kitrug was aroused from that time to execute judgment against you for the sin of selling Yosef, but 'God forbid that I should do this' - that through me this punishment should come upon you, rather it would be postponed to a later generation.""

Note: I've kept Hebrew/Aramaic terms like ""kitrug,"" ""Shevatim,"" and ""Samech Mem"" in their original form as they carry specific spiritual and mystical connotations in Hasidic thought.","This passage from Divrey Yoel discusses the spiritual consequences of the sale of Joseph (mechiras Yosef) and its long-term impact. The key insight is that while the heavenly prosecution (kitrug) against the tribes began during their lifetime, the Satan (S""M) was unable to fully execute judgment then because the holy tribes were too spiritually powerful. The text explains that the prosecution had to wait for a later generation that wasn't as spiritually elevated as the original tribes to exact its punishment. This interpretation is based on the verse ""even now it is as you say,"" suggesting that while the accountability for the sale of Joseph remained active, the actual judgment was postponed to a later time.","קטרוג (Kitrug) ,השבטים הקדושים (HaShvatim HaKedoshim) ,ס""מ (Samech Mem) ,זוה""ק (Zohar HaKadosh) ,דין (Din) ,חיליהון (Cheilehon) ,דור (Dor) ,חטא (Chet) ,עונש (Onesh) ,השבעים הק' (HaShivim HaKedoshim) "
Torah,Vayigash,14,5,"באופן אחר יתבאר, בהקדם להעיר עוד במאמר הכתוב אדוני שאל את עבדיו וגו'. הקשה הרמב""ן ז""ל, וזלה""ק לא ידעתי טעם לאריכות דברי יהודה בסיפור מה שהיה כבר ביניהם, ומה שאמרו רז""ל וכו זו היא שימת עון שאמרת לשום עינך עליו אינה טענה, כו המושל שיצוה להביא אדם לפניו, לא יעשה על מנת לפטור אותו מן הרעות שיעשה, וכ""ש על הגניבה שיגנוב מבית המלך הגביע אשר ישתה בו, ומתחילה כבר שם עינו עליו לטובה וקרא לו לשלום וכבוד וכו' ומה לעשות לו, עכ""ד.","Here's the translation, preserving the Hasidic terminology:

It can be explained in another way, by first noting an observation regarding the verse ""My lord asked his servants, etc."" The Ramban z""l raised a difficulty, and these are his holy words: ""I do not understand the reason for Yehudah's lengthy retelling of what had already transpired between them. And what our Sages said that 'this is the attribution of sin that you said you would set your eyes upon him' is not a valid argument, for when a ruler commands that a person be brought before him, it is not done with the intention of exempting him from the wrongdoings he commits, and certainly not regarding theft - stealing the goblet from which the king drinks from the king's house. Initially, he had already set his eyes upon him for good, and called him in peace and honor, etc., so what is to be done with him?"" These are his words.

Note: I've maintained Hebrew terms like ""z""l"" (of blessed memory) and kept the reference to the Ramban (Nachmanides) as is, since these are standard rabbinic terminology. The translation preserves the formal style characteristic of rabbinic discourse while making the meaning accessible in English.","This passage from Sefer Divrey Yoel discusses Ramban's commentary on Yehuda's lengthy speech to Yosef regarding Binyamin. The key theological question centers on why Yehuda needed to recount at length what had already transpired between them and Yosef. The Ramban questions the Midrashic interpretation that suggests Yosef was somehow at fault for ""setting his eyes"" on Binyamin, noting that a ruler has every right to summon someone and punish them for theft, especially when that person had initially been treated with honor and respect. The passage reflects deeper themes about divine providence, justice, and the complex relationship between authority and responsibility in Jewish thought.","אדוני (Adonai) ,עבדיו (Avadav) ,רז""ל (Razal) ,עון (Avon) ,טענה (Ta'ana) ,מושל (Moshel) ,גניבה (Geneivah) ,מלך (Melech) ,שלום (Shalom) ,כבוד (Kavod) "
Torah,Vayigash,15,1,"ב) ואשימה עיני עליו. כתב הרמב""ן ז""ל אמר ר' אברהם הטעם שאראה אותו, ולא מצאתי בכתוב שימת עין על הראיה בלבד וכו' עכ""ל. ומצינו שדרשו רז""ל (סנהדרין ז') עה""פ ואלה המשפטים אשר תשים וגו' אלו כלי הדיינים, וכמו""כ דרשו ז""ל (קידושין ל') ושמתם את דברי אלה וגו' סם תם, נמשלה תורה כסם חיים וכו' וטעם דרשות אלו מפני דלא יתכן לשון שימה על המשפטים ועל הדברים ומוכרח לדרשא, וכמו""כ לענינינו כיון דלא יתכן שימת עין על הראיה בלבד, מוכרח שיש בזה עוד כוונה נוספת לבד מפשוטו וצ""ב.","Here's the translation:

""And I will set My eyes upon him."" The Ramban (of blessed memory) wrote that Rabbi Abraham explained the reason as ""that I shall see him,"" but [the Ramban noted that] ""I have not found in Scripture the expression of 'setting eyes' referring to mere seeing alone,"" etc.

We find that our Sages (Sanhedrin 7) interpreted the verse ""And these are the ordinances that you shall set [before them]"" as referring to the judges' implements. Similarly, our Sages (Kiddushin 30) interpreted ""And you shall set these words"" as ""sam tam"" (perfect medicine), comparing Torah to a life-giving medicine, etc.

The reason for these interpretations is because the language of ""setting"" (simah) cannot simply refer to ordinances and words [in their plain meaning], and therefore must be interpreted homiletically. Similarly, in our matter, since the expression ""setting eyes"" cannot merely refer to seeing alone, there must be an additional intention beyond its simple meaning, and this requires further examination.

Note: I've preserved Hebrew/Aramaic terms like ""Ramban,"" ""sam tam,"" and maintained the references to Talmudic sources (Sanhedrin, Kiddushin) as they appear in the original text.","This passage from Divrey Yoel discusses the deeper meaning of the phrase ""va'asima einai alav"" (""and I will set My eyes upon him""). The text builds on Ramban's observation that the term ""simat einayim"" (setting of eyes) in Torah typically implies more than just physical seeing. Drawing parallels to how Chazal interpret similar phrases in other contexts (like ""asher tasim"" regarding laws and ""vesamtem"" regarding Torah study), the author suggests that when the Torah uses the language of ""sima"" (placing/setting), it often points to a deeper spiritual or conceptual meaning beyond the literal interpretation. The passage concludes that there must be additional layers of meaning to explore in this phrase beyond its simple understanding of visual observation.","תורה (Torah) ,רז""ל (Razal) ,משפטים (Mishpatim) ,דיינים (Dayanim) ,סם תם (Sam Tam) ,סם חיים (Sam Chaim) ,דרשות (Derashot) ,פשוטו (Peshuto) ,כוונה (Kavanah) ,עין (Ayin) "
Torah,Vayigash,15,2,"ג) במד""ר (פ' צ""ג ה') בי אדוני בייא את מעביר עלינו. אתמול אמרת לנו הורידוהו אלי ואשימה עיני עליו, זו היא שימת עין נהפך הדבר לסמיות עינים, א""ר סימון בנימוסות שלנו כתיב ואם אין לו ונמכר בגנבתו וזה יש לו לשלם, עכ""ד המדרש. וצ""ב דאיך יטען יהודה נגדו שכך כתיב בתורה, וכי המושל במצרים מתחייב לקיים מה שכתוב בתורה, גם לא היה אז בעולם מי שהשיג משפטי התורה זולת האבות הקדושים והשבטים הקדושים ואיך יבוא בטענה זו לעומתו שיתנהג במשפטי התורה הקדושה.","Here's the English translation, preserving the religious terminology:

The Midrash Rabbah (Parsha 93:5) [discusses]: ""By my master (Bi Adoni)"" - You are bringing this upon us. Yesterday you said to us ""Bring him down to me that I may set my eyes upon him"" - is this what you meant by ""setting eyes""? The matter has turned into a blindness of eyes. Rabbi Simon said: In our laws it is written ""if he has nothing, then he shall be sold for his theft,"" but this one (Benjamin) has the means to pay! These are the words of the Midrash.

This requires explanation: How could Yehudah argue against him (the Egyptian ruler) that this is what is written in the Torah? Did the ruler of Egypt have any obligation to uphold what is written in the Torah? Furthermore, at that time there was no one in the world who comprehended the laws of the Torah except for the holy Patriarchs and the holy Tribes, so how could he come with this argument expecting him to conduct himself according to the laws of the holy Torah?

Note: I've maintained Hebrew/religious terms like ""Torah,"" ""Midrash,"" and proper names. The text is discussing the interaction between Yehudah and Yosef (when Yosef was disguised as the Egyptian ruler) regarding Benjamin's alleged theft of the goblet.","This passage from Divrey Yoel discusses a Midrash about the interaction between Yehuda and Yosef (when Yosef was disguised as the Egyptian viceroy). The key theological tension centers on Yehuda's argument invoking Torah law regarding theft and servitude - specifically questioning how Yehuda could expect an Egyptian ruler to follow Torah law when the Torah had not yet been given. The deeper insight appears to be about the universal nature of certain moral principles that existed even before the formal giving of the Torah, and how the Avot (Patriarchs) and Shevatim (Tribes) had special access to these divine truths even before Sinai.","מדרש (Midrash) ,אבות הקדושים (Avot HaKedoshim) ,שבטים הקדושים (Shvatim HaKedoshim) ,תורה (Torah) ,משפטי התורה (Mishpatei HaTorah) ,נימוסות (Nimusot) ,עינים (Einayim) ,סמיות עינים (Simiut Einayim) ,שימת עין (Simat Ayin) ,תורה הקדושה (Torah HaKedosha) "
Torah,Vayigash,15,3,"ד) וישלחני אלקים לפניכם לשום לכם שארית בארץ להחיות לכם לפליטה גדולה, גם כאן צ""ב לשון שימה כנ""ל, גם יל""ד דרישא לאו סיפא דהתחיל אומר לשום לכם שארית בארץ דהיינו בחי' שיריים, וכמו שדרשו ז""ל (ר""ה י""ז) נושא עון ועובר על פשע לשארית נחלתו למי שמשים עצמו כשיריים, וקיי""ל בכ""מ שיריים הוו פחות מחצי', ומסיים דבריו להחיות לכם לפליטה גדולה, והוא דבר והיפוכו.","Here's the English translation, preserving the Hasidic terminology:

""And God sent me before you to establish for you a remnant in the land, to sustain you as a great deliverance."" Here too, we need to understand the language of ""establishment"" (simah) as mentioned above. Also, we need to analyze that the beginning doesn't seem to match the end, as it starts by saying ""to establish for you a remnant in the land,"" which implies the concept of ""remnants"" (shirayim), as our Sages of blessed memory interpreted (Rosh Hashanah 17) ""Who bears iniquity and overlooks transgression for the remnant of His heritage"" - this refers to one who makes himself like remnants (shirayim). And we have an established principle that ""remnants"" everywhere implies less than half, yet he concludes his words ""to sustain you as a great deliverance,"" which seems to be a contradiction.

Note: I've preserved terms like ""shirayim"" which has special significance in Hasidic thought, often referring to both literal remnants and a spiritual concept of humility and self-nullification.","This passage from Divrey Yoel discusses an apparent paradox in Yosef's statement to his brothers. It explores the concept of ""she'eirit"" (remnant/leftovers), connecting it to the Talmudic teaching that God forgives those who make themselves like ""leftovers"" (humble themselves). The key tension identified is between the seemingly contradictory phrases ""to establish for you a remnant"" (implying smallness and humility) and ""for a great deliverance"" (implying greatness). This creates a profound theological insight about how true spiritual greatness comes through humility - when one makes oneself small like ""leftovers"" (less than half), paradoxically this leads to ""great deliverance.""","אלקים (Elokim) ,שארית (She'erit) ,פליטה (Pleitah) ,נושא עון (Nosei Avon) ,פשע (Pesha) ,נחלתו (Nachalato) ,שיריים (Shirayim) ,להחיות (L'hachayot) ,בחי׳ (Bechinas) ,רישא (Reisha) "
Torah,Vayigash,15,4,"ונר""פ בהקדם דברי רז""ל הובא ברש""י ז""ל עה""פ כו כמוך כפרעה, אם תקניטני אהרוג אותך ואת ואדונך, ובתרגום ירושלמי אמר יהודה הלא אנא משתבע בחיי רישי' דאבא ולית אנא משקר, דאין שליף אנא חרבי מן גו תיקא, לות אנא מחזיר יתה לתיקא, עד זמן דנימלי כל ארעא דמצרים קטולין וכו', דנעביד כל ארעא דמצרים צדון וכו', ובמד""ר אמר יהודה לנפתלי לך וראה כמה שווקים במצרים, קפץ וחזר ואמר לי' י""ב, אמר יהודה לאחיו אני אחריב מהם ג', וטלו כאו""א אחד אחד ולא נשאיר בהם איש וכו' עכ""ד המדרש. ולכאורה ראוי להבין איך הותר להם להרוג את כל מצרים, ומצינו בהריגת אנשי שכם שנדחקו המפרשים למצוא פתרון האיך הותר להם הריגתם. וביארו כאו""א עפ""י דרכו שדנו בהם דון תורה עיי""ש, ואף הכא טעמא בעי.","Here's the translation, preserving the religious terminology:

Let us explain by first considering the words of our Sages, brought down by Rashi z""l on the verse ""ki kamocha k'Pharaoh"" (""for you are like Pharaoh""): ""If you provoke me, I will kill you and your master."" And in the Targum Yerushalmi, Yehuda said, ""I swear by my father's life, and I do not lie, that if I draw my sword from its sheath, I will not return it until all the land of Egypt is filled with corpses,"" and ""until we make all the land of Egypt a wasteland.""

And in the Midrash Rabbah, Yehuda said to Naftali, ""Go and see how many marketplaces are in Egypt."" He jumped and returned saying, ""Twelve."" Yehuda then said to his brothers, ""I will destroy three of them, and each of you take one, and we will not leave anyone alive,"" etc., thus concludes the Midrash.

At first glance, it is necessary to understand how it was permitted for them to kill all of Egypt, as we find regarding the killing of the people of Shechem, where the commentators struggled to find a justification for how their killing was permitted. Each commentator explained according to their approach that they judged them according to Torah law, see there. Here too, we need to understand the reason.

Note: I've maintained Hebrew/Aramaic terms like ""z""l"" (of blessed memory) and kept the references to traditional Jewish sources (Rashi, Midrash Rabbah, etc.) in their original form.","This passage from Sefer Divrey Yoel discusses the encounter between Yehuda and the Egyptian viceroy (Joseph, though unrecognized), focusing on Yehuda's threat to destroy Egypt if Benjamin is not released. The text explores the theological tension between Yehuda's violent threat to kill Egyptians and the general prohibition against murder, comparing it to the earlier incident with Shechem. The key theological insight centers on the question of when forceful action might be justified in defense of Jewish lives, with the text suggesting that, like the Shechem incident, there must have been a legitimate halachic basis (""din Torah"") for such threats, though the specific justification requires further examination.

Note: I aim to maintain respect for the sacred nature of the text while providing an academic analysis of its theological concepts.","רז""ל (Razal) ,מדרש (Midrash) ,תיקא (Tika) ,קטולין (Katolin) ,צדון (Tzadon) ,דין תורה (Din Torah) ,נשמה (Neshama) ,תשובה (Teshuvah) ,שליחות (Shlichut) ,חרב (Cherev) "
Torah,Vayigash,15,5,"ונקדים דברי הרמב""ם ז""ל (בה' מלכים פ""ט) שנתן טעם להריגת אנשי שכם, לפי שבני נח מצווים על הדינים, והוא להושיב דיינים בכל פלך ופלך לדון בשבע מצות שלהם, ובן נח שעבר על אחת מהן נהרג בסייף, ראה אחד שעבר על אחת מהן ולא דנוהו להרגו הרי זה הרואה יהרג בסייף, ומפני זה נתחייבו כל בעלי שכם הריגה, שהרי שכם גזל והם ראו וידעו ולא דנוהו עכ""ל, והרמב""ן ז""ל בפ' וישלח דוחה תירוצו של הרמב""ם ז""ל, גם חולק על פסקו וס""ל דאין בנו נח נהרגין אם נמנעו להושיב דיינים שזו מצות עשה בהם, ומה שאמרו רז""ל אצל בן נח אזהרה שלהם זו היא מיתתן, לא אמרו אלא אזהרה ולא תקרא אזהרה אלא המניעה בלאו וכו', וכ""ש שלא יהרג כשלא יעשה עצמו קצין שוטר ומושל לשפוט את אדוניו, והוא ז""ל תירץ שהיו אנשי שכם מחוייבים מיתה בלאו הכי, שכולם היו עובדי עבודה זרה ומגלי עריות ועושין כל תועבת ה', אלא שאין הדבר מסור ליעקב ובניו לעשות בהם דין, ובעבור שהיו אנשי שכם רשעים ודמם חשוב להם כמים רצו להנקם מהם בחרב נוקמת וכו' עכ""ד ז""ל. והאור חיים הקדוש לא נראה לו תירוצו של הרמב""ן וכתב עליו שדבריו ז""ל צריכין ערב עיי""ש, ועל תירוצו של הרמב""ם הוסיף להקשות דמי אמר להרב שחייבים לדון האלם עליהם מלך וכיוצא בו. והלא גם בדיני ישראל פטורים כיוצא בזה, שארז""ל המלך לא דנים ולא מעידין אותו, והוא ז""ל תירץ כי בני יעקב לא היה בדעתם להרוג אלא בעלי עבירה. אלא שכל בני העיר רצו להעמיד בפרץ כנגדם לבל יהרגו מלכם, אשר על כן הרגום בדין רודף וכו', ובזה השיגו להרוג את חמור ואת שכם, וזולת זה לא היו יכולים לנקום נקם מהמחויוב להם מיתה, עכ""ל","Here's the English translation, preserving the religious terminology:

We will preface with the words of the Rambam z""l (in Hilchos Melachim Ch. 9) who gave a reason for the killing of the people of Shechem, because Bnei Noach (Children of Noah) are commanded regarding dinim (laws), which means to establish judges in every district to judge their seven mitzvos (Noahide laws). A Ben Noach who transgresses one of them is executed by sword, and if someone sees another person transgress one of them and doesn't judge them for execution, this witness should be executed by sword. For this reason, all the people of Shechem were liable for death, as Shechem committed theft and they saw and knew but didn't judge him.

The Ramban z""l in Parshas Vayishlach rejects the Rambam's explanation and disagrees with his ruling, holding that Bnei Noach are not executed for failing to establish judges, as this is a positive commandment for them. When Chazal said regarding a Ben Noach that ""their warning is their death,"" they only meant actual prohibitions, not positive commands, and certainly one shouldn't be killed for not making himself an officer, guard, or ruler to judge his master.

The Ramban explains that the people of Shechem were liable for death anyway, as they were all idol worshippers, committed sexual immorality, and performed all the abominations that Hashem hates. However, it wasn't given to Yaakov and his sons to execute judgment on them, but because the people of Shechem were wicked and their blood was considered like water, they wanted to take revenge with an avenging sword.

The Or HaChaim HaKadosh didn't accept the Ramban's explanation and wrote that his words need a guarantor. Regarding the Rambam's explanation, he further questioned who told the Rav that they are obligated to judge someone who is powerful over them like a king or similar. Even in Jewish law, we are exempt in such cases, as Chazal said that we don't judge or testify against a king. He explains that the sons of Yaakov only intended to kill the transgressors, but all the townspeople tried to stand against them to prevent them from killing their king. Therefore, they killed them under the law of rodef (pursuer), and through this they were able to kill Chamor and Shechem, without which they wouldn't have been able to take revenge against those deserving death.","This passage discusses the halachic debate regarding the killing of the people of Shechem by Jacob's sons. The Rambam justifies it based on the Noahide obligation to establish courts and execute justice, arguing that the people of Shechem were culpable for failing to judge Shechem for his crime. The Ramban disagrees with this reasoning, suggesting instead that the people of Shechem were liable for death due to their idolatry and general wickedness, while the Or HaChaim offers a third perspective - that they were killed under the law of ""rodef"" (pursuer) when they tried to protect their king from justified punishment. This discussion reflects deeper theological themes about justice, collective responsibility, and the relationship between Jewish and Noahide law.","דינים (Dinim) ,מצוות (Mitzvot) ,בני נח (Bnei Noach) ,עבודה זרה (Avodah Zarah) ,גילוי עריות (Gilui Arayot) ,דיינים (Dayanim) ,תועבת ה׳ (To'evat Hashem) ,חרב נוקמת (Cherev Nokemet) ,דין רודף (Din Rodef) ,מצות עשה (Mitzvat Aseh) "
Torah,Vayigash,15,6,"והנה גם דבריו ז""ל צ""ב, דהרי מעשה זו עשו ביום שלישי למילתם בהיותם כואבים. וכתיב ויבואו על העיר בטח, וא""כ לא היה עליהם פחד אנשי העיר כלל, והיו יכולים להרוג את חמור ושכם בלבד, ואיך דנו כל אנשי העיר בדין רודף, ואף אם תמצא לומר שהי' היכולת ביד אנשי שכם למנוע מלהרוג את מלכם, מ""מ עדיין אין זה טעם מספיק להרוג את כל אנשי העיר מדין רודף, דהרי אם ניתן להציל את הנרדף באחד מאבריו של הרודף אסור להרגו וחייבים מיתה על הריגתו, א""כ אחר שהרגו את רוב אנשי העיר ולא נשארו רק מתי מספר שאין בכוחם למנוע מלהרוג את מלכם, ודאי שאין עוד היתר להרוג גם את אלו, ואי אפשר לדון בזה אחר רובו דאין הולכין בדיני נפשות אחר הרוב, ועכ""פ להרוג את כולם מבלתי השאיר שריד ודאי שאין טעם מספיק לזה מדין רודף שניתן להצילו בנפשו.","Here's the English translation, preserving relevant terminology:

And behold, his words (z""l) require explanation, for this deed was done on the third day after their circumcision when they were in pain. And it is written ""they came upon the city confidently,"" and if so, they had no fear of the townspeople at all, and they could have killed only Chamor and Shechem alone. So how did they judge all the townspeople under the law of rodef (pursuer)?

And even if you were to say that the people of Shechem had the ability to prevent the killing of their king, nevertheless this is still not sufficient reason to kill all the townspeople under the law of rodef. For if it is possible to save the pursued person by [injuring] one of the limbs of the rodef, it is forbidden to kill him, and one who kills him is liable for the death penalty.

If so, after they killed most of the townspeople and only a few remained who didn't have the power to prevent the killing of their king, certainly there was no longer permission to kill these ones as well. And one cannot judge this based on the majority, for we do not follow the majority in capital cases. And in any case, to kill all of them without leaving a survivor certainly has no sufficient justification under the law of rodef where saving the pursued person could have been accomplished through other means.","This passage from Divrey Yoel discusses the complex halachic and moral implications of Shimon and Levi's actions against the city of Shechem. The key theological question centers on whether their killing of all the city's men can be justified under the law of ""rodef"" (pursuer law), which permits killing in self-defense. The author challenges this justification, noting that since the men were weakened from circumcision and since Jewish law requires using minimal force to stop a pursuer (if possible by injuring rather than killing), the wholesale slaughter seems difficult to justify legally. The passage reflects a deeper theological tension between zealous action in defense of family honor and the precise requirements of Jewish law regarding proportional force and preservation of life.","דין רודף (Din Rodef) ,דיני נפשות (Dinei Nefashot) ,ז""ל (Za""l) ,מיתה (Mitah) ,היתר (Heter) ,אסור (Issur) ,נרדף (Nirdaf) ,רוב (Rov) ,שריד (Sarid) ,צ""ב (Tzarich Biur) "
Torah,Vayigash,15,7,"ומה שהקשה על הרמב""ם ז""ל דבדיני ישראל ג""כ פטורין מלדון את המלך דלא דנים ולא מעידין אותו, איני מבין קושיתו בזה, דהלא זה התקנה נעשה רק בימי שמעון בן שטח, וכדאיתא בגמרא (סנהדרין וי""ט) משום מעשה שהיה שם בינאי המלך, באותה שעה אמרו מלך לא דן ולא דנין אותו לא מעיד ולא מעידין אותו, אם כן זה הוא מתקנת חכמים, אבל מדאורייתא אין חילוק בין מלך ובין שאר העם, ומהיכי תיתי יהיו פטורים אנשי שכם מלדון את מלכם, אלא שדברי הרמב""ם ז""ל קשים להבין מטעם אחר, דאיך אפשר מציאות כזה להושיב בי""ד ולדון את המלך נגד רצונו, דתקנת שמעון בן שטח שאין דנין את המלך. היה אף באופן שהמלך מרוצה להיות נידון, אעפ""כ אמרו שלא דנין אותו מפני יראת המלכות, אבל כשהמלך מתנגד להיות נידון מי יוכל לדון עם שתקיף ממנו, ומצינו בימי מלכי ישראל שהיו מהם עובדי ע""ז, ולא הושיבו בי""ד לדון אותם, אף שהיו הרבה צדיקים ונביאים באותן הדורות, דמי יוכל לדון את המלך נגד רצונו כיון שוד המלך תקיפה על העם, ואיך אפשר לומר שכל אנשי שכם היו חייבים מיתה על שלא דנו את מלכם שהוא דבר שאינו במציאות כלל","Here's the English translation, preserving relevant terminology:

He questions the Rambam's position regarding why the people of Shechem were culpable, noting that in Jewish law we also exempt the king from judgment, as we neither judge nor testify against him. I don't understand his difficulty with this, because this enactment was only made in the time of Shimon ben Shetach, as mentioned in the Gemara (Sanhedrin 19) due to an incident with Yannai HaMelech. At that time they said, ""A king cannot judge and cannot be judged, cannot testify and cannot be testified against."" Therefore, this was a rabbinic enactment, but according to Torah law there is no distinction between a king and other people.

So why would the people of Shechem be exempt from judging their king? However, the Rambam's words are difficult to understand for a different reason: How could such a situation be possible - to convene a Beis Din (court) and judge the king against his will? The enactment of Shimon ben Shetach that we don't judge the king applied even when the king was willing to be judged. Nevertheless, they said we don't judge him due to fear of the monarchy. But when the king opposes being judged, who can judge someone more powerful than themselves?

We find that during the times of the Kings of Israel, some were idol worshippers, yet no Beis Din was convened to judge them, even though there were many tzaddikim (righteous ones) and nevi'im (prophets) in those generations. For who could judge the king against his will, since the king's authority over the people is absolute? How can one say that all the people of Shechem deserved death for not judging their king, when such a thing is not practically possible at all?","This passage discusses a complex legal-theological debate regarding the status of kings in Jewish law, centered on Rambam's position. The key discussion revolves around when the exemption of kings from being judged was instituted - whether it was a biblical law or a later rabbinic enactment by Shimon ben Shetach following an incident with King Yannai. The text questions the practical feasibility of forcing a king to stand trial against his will, using this to challenge the notion that the people of Shechem were culpable for not judging their king. The passage ultimately points to a deeper theological tension between ideal justice and practical governance, noting historical examples where even righteous prophets did not attempt to judge idolatrous kings of Israel due to the practical limitations of royal power.","דאורייתא (d'oraita) ,בי""ד (beit din) ,תקנת חכמים (takkanat chachamim) ,מלכות (malchut) ,דינים (dinim) ,עובדי ע""ז (ovdei avodah zarah) ,צדיקים (tzaddikim) ,נביאים (nevi'im) ,מיתה (mitah) ,דורות (dorot) "
